"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"29.04.2019 19:00 - 29.04.2019 19:15","57754","64107"
"29.04.2019 19:15 - 29.04.2019 19:30","57499","63731"
"29.04.2019 19:30 - 29.04.2019 19:45","57283","63494"
"29.04.2019 19:45 - 29.04.2019 20:00","57471","63288"
"29.04.2019 20:00 - 29.04.2019 20:15","57165","62907"
"29.04.2019 20:15 - 29.04.2019 20:30","56586","62236"
"29.04.2019 20:30 - 29.04.2019 20:45","56493","61605"
"29.04.2019 20:45 - 29.04.2019 21:00","55827","61085"
"29.04.2019 21:00 - 29.04.2019 21:15","56263","60692"
"29.04.2019 21:15 - 29.04.2019 21:30","55580","60251"
"29.04.2019 21:30 - 29.04.2019 21:45","55579","59398"
"29.04.2019 21:45 - 29.04.2019 22:00","53819","58245"
"29.04.2019 22:00 - 29.04.2019 22:15","53039","57494"
"29.04.2019 22:15 - 29.04.2019 22:30","52069","56552"
"29.04.2019 22:30 - 29.04.2019 22:45","50890","55385"
"29.04.2019 22:45 - 29.04.2019 23:00","50055","53998"
"29.04.2019 23:00 - 29.04.2019 23:15","49059","52599"
"29.04.2019 23:15 - 29.04.2019 23:30","48261","51602"
"29.04.2019 23:30 - 29.04.2019 23:45","47467","50767"
"29.04.2019 23:45 - 30.04.2019 00:00","46452","49821"
"30.04.2019 00:00 - 30.04.2019 00:15","45387","48531"
"30.04.2019 00:15 - 30.04.2019 00:30","44912","47877"
"30.04.2019 00:30 - 30.04.2019 00:45","44385","47461"
"30.04.2019 00:45 - 30.04.2019 01:00","43879","46916"
"30.04.2019 01:00 - 30.04.2019 01:15","43224","46670"
"30.04.2019 01:15 - 30.04.2019 01:30","42816","46227"
"30.04.2019 01:30 - 30.04.2019 01:45","42764","46202"
"30.04.2019 01:45 - 30.04.2019 02:00","42414","45826"
"30.04.2019 02:00 - 30.04.2019 02:15","41931","45320"
"30.04.2019 02:15 - 30.04.2019 02:30","41753","45319"
"30.04.2019 02:30 - 30.04.2019 02:45","41577","45461"
"30.04.2019 02:45 - 30.04.2019 03:00","41740","45436"
"30.04.2019 03:00 - 30.04.2019 03:15","41822","45604"
"30.04.2019 03:15 - 30.04.2019 03:30","41896","45878"
"30.04.2019 03:30 - 30.04.2019 03:45","41999","45898"
"30.04.2019 03:45 - 30.04.2019 04:00","42246","46246"
"30.04.2019 04:00 - 30.04.2019 04:15","42407","46843"
"30.04.2019 04:15 - 30.04.2019 04:30","42620","47474"
"30.04.2019 04:30 - 30.04.2019 04:45","42562","47859"
"30.04.2019 04:45 - 30.04.2019 05:00","43057","48370"
"30.04.2019 05:00 - 30.04.2019 05:15","44291","49805"
"30.04.2019 05:15 - 30.04.2019 05:30","44577","50809"
"30.04.2019 05:30 - 30.04.2019 05:45","45592","51555"
"30.04.2019 05:45 - 30.04.2019 06:00","46299","52665"
"30.04.2019 06:00 - 30.04.2019 06:15","48230","55391"
"30.04.2019 06:15 - 30.04.2019 06:30","49366","57618"
"30.04.2019 06:30 - 30.04.2019 06:45","50739","59341"
"30.04.2019 06:45 - 30.04.2019 07:00","51605","60445"
"30.04.2019 07:00 - 30.04.2019 07:15","52986","61980"
"30.04.2019 07:15 - 30.04.2019 07:30","54108","62925"
"30.04.2019 07:30 - 30.04.2019 07:45","56993","63692"
"30.04.2019 07:45 - 30.04.2019 08:00","58129","64357"
"30.04.2019 08:00 - 30.04.2019 08:15","58712","65403"
"30.04.2019 08:15 - 30.04.2019 08:30","59148","65835"
"30.04.2019 08:30 - 30.04.2019 08:45","59843","66083"
"30.04.2019 08:45 - 30.04.2019 09:00","60253","66180"
"30.04.2019 09:00 - 30.04.2019 09:15","60218","65702"
"30.04.2019 09:15 - 30.04.2019 09:30","60820","65932"
"30.04.2019 09:30 - 30.04.2019 09:45","61285","66367"
"30.04.2019 09:45 - 30.04.2019 10:00","61503","66683"
"30.04.2019 10:00 - 30.04.2019 10:15","61599","66246"
"30.04.2019 10:15 - 30.04.2019 10:30","62034","66324"
"30.04.2019 10:30 - 30.04.2019 10:45","62071","66439"
"30.04.2019 10:45 - 30.04.2019 11:00","62347","66890"
"30.04.2019 11:00 - 30.04.2019 11:15","62681","66422"
"30.04.2019 11:15 - 30.04.2019 11:30","63055","66697"
"30.04.2019 11:30 - 30.04.2019 11:45","63378","67003"
"30.04.2019 11:45 - 30.04.2019 12:00","63255","67150"
"30.04.2019 12:00 - 30.04.2019 12:15","62921","66438"
"30.04.2019 12:15 - 30.04.2019 12:30","62673","66195"
"30.04.2019 12:30 - 30.04.2019 12:45","62310","66278"
"30.04.2019 12:45 - 30.04.2019 13:00","62285","66329"
"30.04.2019 13:00 - 30.04.2019 13:15","61692","66137"
"30.04.2019 13:15 - 30.04.2019 13:30","61625","65891"
"30.04.2019 13:30 - 30.04.2019 13:45","61140","65601"
"30.04.2019 13:45 - 30.04.2019 14:00","60679","64993"
"30.04.2019 14:00 - 30.04.2019 14:15","60426","64612"
"30.04.2019 14:15 - 30.04.2019 14:30","59843","64471"
"30.04.2019 14:30 - 30.04.2019 14:45","59872","64182"
"30.04.2019 14:45 - 30.04.2019 15:00","60107","63731"
"30.04.2019 15:00 - 30.04.2019 15:15","60197","63852"
"30.04.2019 15:15 - 30.04.2019 15:30","59238","63357"
"30.04.2019 15:30 - 30.04.2019 15:45","59203","62698"
"30.04.2019 15:45 - 30.04.2019 16:00","58806","62152"
"30.04.2019 16:00 - 30.04.2019 16:15","58502","61890"
"30.04.2019 16:15 - 30.04.2019 16:30","58595","61456"
"30.04.2019 16:30 - 30.04.2019 16:45","58771","60920"
"30.04.2019 16:45 - 30.04.2019 17:00","57777","60816"
"30.04.2019 17:00 - 30.04.2019 17:15","57844","60525"
"30.04.2019 17:15 - 30.04.2019 17:30","57889","60561"
"30.04.2019 17:30 - 30.04.2019 17:45","58028","60327"
"30.04.2019 17:45 - 30.04.2019 18:00","57915","60475"
"30.04.2019 18:00 - 30.04.2019 18:15","57881","60605"
"30.04.2019 18:15 - 30.04.2019 18:30","58310","59840"
"30.04.2019 18:30 - 30.04.2019 18:45","57996","59861"
"30.04.2019 18:45 - 30.04.2019 19:00","57664","60007"
"30.04.2019 19:00 - 30.04.2019 19:15","57791","60295"
"30.04.2019 19:15 - 30.04.2019 19:30","57358","59886"
"30.04.2019 19:30 - 30.04.2019 19:45","57144","59451"
"30.04.2019 19:45 - 30.04.2019 20:00","56832","59325"
"30.04.2019 20:00 - 30.04.2019 20:15","56470","58708"
"30.04.2019 20:15 - 30.04.2019 20:30","56053","58197"
"30.04.2019 20:30 - 30.04.2019 20:45","55724","58098"
"30.04.2019 20:45 - 30.04.2019 21:00","55525","58096"
"30.04.2019 21:00 - 30.04.2019 21:15","55111","57982"
"30.04.2019 21:15 - 30.04.2019 21:30","54797","57590"
"30.04.2019 21:30 - 30.04.2019 21:45","54395","56637"
"30.04.2019 21:45 - 30.04.2019 22:00","53789","55061"
"30.04.2019 22:00 - 30.04.2019 22:15","53427","54253"
"30.04.2019 22:15 - 30.04.2019 22:30","52620","53477"
"30.04.2019 22:30 - 30.04.2019 22:45","51691","52312"
"30.04.2019 22:45 - 30.04.2019 23:00","50618","51310"
"30.04.2019 23:00 - 30.04.2019 23:15","49326","49758"
"30.04.2019 23:15 - 30.04.2019 23:30","48404","49047"
"30.04.2019 23:30 - 30.04.2019 23:45","47763","48096"
"30.04.2019 23:45 - 01.05.2019 00:00","46822","47476"
"01.05.2019 00:00 - 01.05.2019 00:15","42403","45880"
"01.05.2019 00:15 - 01.05.2019 00:30","41734","45536"
"01.05.2019 00:30 - 01.05.2019 00:45","41191","44943"
"01.05.2019 00:45 - 01.05.2019 01:00","40736","44284"
"01.05.2019 01:00 - 01.05.2019 01:15","40130","43529"
"01.05.2019 01:15 - 01.05.2019 01:30","39710","43187"
"01.05.2019 01:30 - 01.05.2019 01:45","39423","42821"
"01.05.2019 01:45 - 01.05.2019 02:00","39094","42366"
"01.05.2019 02:00 - 01.05.2019 02:15","38638","41598"
"01.05.2019 02:15 - 01.05.2019 02:30","38497","41429"
"01.05.2019 02:30 - 01.05.2019 02:45","38317","41214"
"01.05.2019 02:45 - 01.05.2019 03:00","38312","41145"
"01.05.2019 03:00 - 01.05.2019 03:15","38446","41193"
"01.05.2019 03:15 - 01.05.2019 03:30","38393","41048"
"01.05.2019 03:30 - 01.05.2019 03:45","38339","40868"
"01.05.2019 03:45 - 01.05.2019 04:00","38298","40776"
"01.05.2019 04:00 - 01.05.2019 04:15","38541","40790"
"01.05.2019 04:15 - 01.05.2019 04:30","38589","40775"
"01.05.2019 04:30 - 01.05.2019 04:45","38598","40869"
"01.05.2019 04:45 - 01.05.2019 05:00","38632","40890"
"01.05.2019 05:00 - 01.05.2019 05:15","39071","41025"
"01.05.2019 05:15 - 01.05.2019 05:30","39039","40620"
"01.05.2019 05:30 - 01.05.2019 05:45","38982","40082"
"01.05.2019 05:45 - 01.05.2019 06:00","38855","39365"
"01.05.2019 06:00 - 01.05.2019 06:15","38619","38914"
"01.05.2019 06:15 - 01.05.2019 06:30","39023","38772"
"01.05.2019 06:30 - 01.05.2019 06:45","39214","39149"
"01.05.2019 06:45 - 01.05.2019 07:00","39554","39671"
"01.05.2019 07:00 - 01.05.2019 07:15","40022","40319"
"01.05.2019 07:15 - 01.05.2019 07:30","40449","41076"
"01.05.2019 07:30 - 01.05.2019 07:45","41953","41921"
"01.05.2019 07:45 - 01.05.2019 08:00","42991","42796"
"01.05.2019 08:00 - 01.05.2019 08:15","43768","43721"
"01.05.2019 08:15 - 01.05.2019 08:30","44580","44556"
"01.05.2019 08:30 - 01.05.2019 08:45","45228","45384"
"01.05.2019 08:45 - 01.05.2019 09:00","45630","46246"
"01.05.2019 09:00 - 01.05.2019 09:15","46678","47006"
"01.05.2019 09:15 - 01.05.2019 09:30","47588","47823"
"01.05.2019 09:30 - 01.05.2019 09:45","48114","48517"
"01.05.2019 09:45 - 01.05.2019 10:00","48562","49093"
"01.05.2019 10:00 - 01.05.2019 10:15","48965","49658"
"01.05.2019 10:15 - 01.05.2019 10:30","49377","50121"
"01.05.2019 10:30 - 01.05.2019 10:45","49787","50866"
"01.05.2019 10:45 - 01.05.2019 11:00","50317","51174"
"01.05.2019 11:00 - 01.05.2019 11:15","50580","51231"
"01.05.2019 11:15 - 01.05.2019 11:30","51218","51746"
"01.05.2019 11:30 - 01.05.2019 11:45","51915","52069"
"01.05.2019 11:45 - 01.05.2019 12:00","52008","52114"
"01.05.2019 12:00 - 01.05.2019 12:15","51635","51314"
"01.05.2019 12:15 - 01.05.2019 12:30","51709","51019"
"01.05.2019 12:30 - 01.05.2019 12:45","50951","50631"
"01.05.2019 12:45 - 01.05.2019 13:00","50662","50231"
"01.05.2019 13:00 - 01.05.2019 13:15","50002","49628"
"01.05.2019 13:15 - 01.05.2019 13:30","49302","48855"
"01.05.2019 13:30 - 01.05.2019 13:45","48742","48474"
"01.05.2019 13:45 - 01.05.2019 14:00","48185","48093"
"01.05.2019 14:00 - 01.05.2019 14:15","47872","47460"
"01.05.2019 14:15 - 01.05.2019 14:30","47279","47049"
"01.05.2019 14:30 - 01.05.2019 14:45","47248","46940"
"01.05.2019 14:45 - 01.05.2019 15:00","47385","46621"
"01.05.2019 15:00 - 01.05.2019 15:15","47519","46804"
"01.05.2019 15:15 - 01.05.2019 15:30","46518","46544"
"01.05.2019 15:30 - 01.05.2019 15:45","46476","46830"
"01.05.2019 15:45 - 01.05.2019 16:00","46317","46510"
"01.05.2019 16:00 - 01.05.2019 16:15","46563","46514"
"01.05.2019 16:15 - 01.05.2019 16:30","47069","46134"
"01.05.2019 16:30 - 01.05.2019 16:45","47415","45970"
"01.05.2019 16:45 - 01.05.2019 17:00","46608","46003"
"01.05.2019 17:00 - 01.05.2019 17:15","47196","46382"
"01.05.2019 17:15 - 01.05.2019 17:30","47440","46922"
"01.05.2019 17:30 - 01.05.2019 17:45","48028","46790"
"01.05.2019 17:45 - 01.05.2019 18:00","48101","46704"
"01.05.2019 18:00 - 01.05.2019 18:15","48380","47425"
"01.05.2019 18:15 - 01.05.2019 18:30","48638","47867"
"01.05.2019 18:30 - 01.05.2019 18:45","48595","47926"
"01.05.2019 18:45 - 01.05.2019 19:00","48732","48024"
"01.05.2019 19:00 - 01.05.2019 19:15","48892","48803"
"01.05.2019 19:15 - 01.05.2019 19:30","48687","48634"
"01.05.2019 19:30 - 01.05.2019 19:45","48544","48630"
"01.05.2019 19:45 - 01.05.2019 20:00","48296","48551"
"01.05.2019 20:00 - 01.05.2019 20:15","48406","48626"
"01.05.2019 20:15 - 01.05.2019 20:30","47913","48494"
"01.05.2019 20:30 - 01.05.2019 20:45","47774","48450"
"01.05.2019 20:45 - 01.05.2019 21:00","48137","48671"
"01.05.2019 21:00 - 01.05.2019 21:15","47790","48916"
"01.05.2019 21:15 - 01.05.2019 21:30","47809","48879"
"01.05.2019 21:30 - 01.05.2019 21:45","48374","48577"
"01.05.2019 21:45 - 01.05.2019 22:00","47527","48348"
"01.05.2019 22:00 - 01.05.2019 22:15","47565","48886"
"01.05.2019 22:15 - 01.05.2019 22:30","47040","48326"
"01.05.2019 22:30 - 01.05.2019 22:45","46216","47363"
"01.05.2019 22:45 - 01.05.2019 23:00","45406","46444"
"01.05.2019 23:00 - 01.05.2019 23:15","44408","45271"
"01.05.2019 23:15 - 01.05.2019 23:30","43722","44304"
"01.05.2019 23:30 - 01.05.2019 23:45","42991","43439"
"01.05.2019 23:45 - 02.05.2019 00:00","42477","42820"
"02.05.2019 00:00 - 02.05.2019 00:15","40865","42117"
"02.05.2019 00:15 - 02.05.2019 00:30","40649","41560"
"02.05.2019 00:30 - 02.05.2019 00:45","40370","41137"
"02.05.2019 00:45 - 02.05.2019 01:00","40005","40854"
"02.05.2019 01:00 - 02.05.2019 01:15","39617","40516"
"02.05.2019 01:15 - 02.05.2019 01:30","39302","40341"
"02.05.2019 01:30 - 02.05.2019 01:45","39055","40275"
"02.05.2019 01:45 - 02.05.2019 02:00","38707","40108"
"02.05.2019 02:00 - 02.05.2019 02:15","38627","40044"
"02.05.2019 02:15 - 02.05.2019 02:30","38605","40203"
"02.05.2019 02:30 - 02.05.2019 02:45","38603","40193"
"02.05.2019 02:45 - 02.05.2019 03:00","38614","40290"
"02.05.2019 03:00 - 02.05.2019 03:15","38792","40518"
"02.05.2019 03:15 - 02.05.2019 03:30","38917","40607"
"02.05.2019 03:30 - 02.05.2019 03:45","39063","40913"
"02.05.2019 03:45 - 02.05.2019 04:00","39395","41310"
"02.05.2019 04:00 - 02.05.2019 04:15","39662","42086"
"02.05.2019 04:15 - 02.05.2019 04:30","39922","42540"
"02.05.2019 04:30 - 02.05.2019 04:45","40323","43017"
"02.05.2019 04:45 - 02.05.2019 05:00","41081","43845"
"02.05.2019 05:00 - 02.05.2019 05:15","42433","45408"
"02.05.2019 05:15 - 02.05.2019 05:30","42775","46503"
"02.05.2019 05:30 - 02.05.2019 05:45","44054","47700"
"02.05.2019 05:45 - 02.05.2019 06:00","45333","49402"
"02.05.2019 06:00 - 02.05.2019 06:15","47796","52904"
"02.05.2019 06:15 - 02.05.2019 06:30","49006","54935"
"02.05.2019 06:30 - 02.05.2019 06:45","50714","56723"
"02.05.2019 06:45 - 02.05.2019 07:00","51795","58469"
"02.05.2019 07:00 - 02.05.2019 07:15","53275","60227"
"02.05.2019 07:15 - 02.05.2019 07:30","54479","61252"
"02.05.2019 07:30 - 02.05.2019 07:45","55411","62180"
"02.05.2019 07:45 - 02.05.2019 08:00","56259","63234"
"02.05.2019 08:00 - 02.05.2019 08:15","57164","63654"
"02.05.2019 08:15 - 02.05.2019 08:30","57594","64272"
"02.05.2019 08:30 - 02.05.2019 08:45","57959","64632"
"02.05.2019 08:45 - 02.05.2019 09:00","58342","65046"
"02.05.2019 09:00 - 02.05.2019 09:15","58303","64529"
"02.05.2019 09:15 - 02.05.2019 09:30","58811","65004"
"02.05.2019 09:30 - 02.05.2019 09:45","59408","65515"
"02.05.2019 09:45 - 02.05.2019 10:00","59658","65722"
"02.05.2019 10:00 - 02.05.2019 10:15","60002","65736"
"02.05.2019 10:15 - 02.05.2019 10:30","60440","66178"
"02.05.2019 10:30 - 02.05.2019 10:45","60591","66551"
"02.05.2019 10:45 - 02.05.2019 11:00","60756","66713"
"02.05.2019 11:00 - 02.05.2019 11:15","61059","66877"
"02.05.2019 11:15 - 02.05.2019 11:30","61702","66866"
"02.05.2019 11:30 - 02.05.2019 11:45","61790","67321"
"02.05.2019 11:45 - 02.05.2019 12:00","62014","67393"
"02.05.2019 12:00 - 02.05.2019 12:15","61232","66670"
"02.05.2019 12:15 - 02.05.2019 12:30","61145","66548"
"02.05.2019 12:30 - 02.05.2019 12:45","61136","66556"
"02.05.2019 12:45 - 02.05.2019 13:00","60950","66513"
"02.05.2019 13:00 - 02.05.2019 13:15","60719","65934"
"02.05.2019 13:15 - 02.05.2019 13:30","60226","65847"
"02.05.2019 13:30 - 02.05.2019 13:45","60304","65561"
"02.05.2019 13:45 - 02.05.2019 14:00","59427","65361"
"02.05.2019 14:00 - 02.05.2019 14:15","59228","65265"
"02.05.2019 14:15 - 02.05.2019 14:30","58675","65012"
"02.05.2019 14:30 - 02.05.2019 14:45","58433","64802"
"02.05.2019 14:45 - 02.05.2019 15:00","58888","64516"
"02.05.2019 15:00 - 02.05.2019 15:15","58808","65317"
"02.05.2019 15:15 - 02.05.2019 15:30","57988","64899"
"02.05.2019 15:30 - 02.05.2019 15:45","57726","64626"
"02.05.2019 15:45 - 02.05.2019 16:00","57236","64210"
"02.05.2019 16:00 - 02.05.2019 16:15","57678","64407"
"02.05.2019 16:15 - 02.05.2019 16:30","57659","64322"
"02.05.2019 16:30 - 02.05.2019 16:45","57633","63797"
"02.05.2019 16:45 - 02.05.2019 17:00","56712","63431"
"02.05.2019 17:00 - 02.05.2019 17:15","57056","63732"
"02.05.2019 17:15 - 02.05.2019 17:30","56895","63855"
"02.05.2019 17:30 - 02.05.2019 17:45","57076","63737"
"02.05.2019 17:45 - 02.05.2019 18:00","56962","63775"
"02.05.2019 18:00 - 02.05.2019 18:15","56607","63778"
"02.05.2019 18:15 - 02.05.2019 18:30","56711","63446"
"02.05.2019 18:30 - 02.05.2019 18:45","56521","63332"
"02.05.2019 18:45 - 02.05.2019 19:00","56420","63377"
"02.05.2019 19:00 - 02.05.2019 19:15","56372","63636"
"02.05.2019 19:15 - 02.05.2019 19:30","55968","63123"
"02.05.2019 19:30 - 02.05.2019 19:45","55546","62578"
"02.05.2019 19:45 - 02.05.2019 20:00","55271","62461"
"02.05.2019 20:00 - 02.05.2019 20:15","54751","62066"
"02.05.2019 20:15 - 02.05.2019 20:30","53955","61506"
"02.05.2019 20:30 - 02.05.2019 20:45","53931","61043"
"02.05.2019 20:45 - 02.05.2019 21:00","53561","60709"
"02.05.2019 21:00 - 02.05.2019 21:15","53126","60558"
"02.05.2019 21:15 - 02.05.2019 21:30","52332","60336"
"02.05.2019 21:30 - 02.05.2019 21:45","52446","59454"
"02.05.2019 21:45 - 02.05.2019 22:00","51170","58592"
"02.05.2019 22:00 - 02.05.2019 22:15","50650","57686"
"02.05.2019 22:15 - 02.05.2019 22:30","49689","56681"
"02.05.2019 22:30 - 02.05.2019 22:45","48763","55576"
"02.05.2019 22:45 - 02.05.2019 23:00","47771","54314"
"02.05.2019 23:00 - 02.05.2019 23:15","46573","53363"
"02.05.2019 23:15 - 02.05.2019 23:30","45695","52253"
"02.05.2019 23:30 - 02.05.2019 23:45","44996","51288"
"02.05.2019 23:45 - 03.05.2019 00:00","44152","50610"
"03.05.2019 00:00 - 03.05.2019 00:15","46175","48934"
"03.05.2019 00:15 - 03.05.2019 00:30","45838","48285"
"03.05.2019 00:30 - 03.05.2019 00:45","45245","48071"
"03.05.2019 00:45 - 03.05.2019 01:00","44785","47406"
"03.05.2019 01:00 - 03.05.2019 01:15","44071","46900"
"03.05.2019 01:15 - 03.05.2019 01:30","43723","46386"
"03.05.2019 01:30 - 03.05.2019 01:45","43336","46102"
"03.05.2019 01:45 - 03.05.2019 02:00","43175","46004"
"03.05.2019 02:00 - 03.05.2019 02:15","42696","45645"
"03.05.2019 02:15 - 03.05.2019 02:30","42482","45459"
"03.05.2019 02:30 - 03.05.2019 02:45","42377","45009"
"03.05.2019 02:45 - 03.05.2019 03:00","42492","45069"
"03.05.2019 03:00 - 03.05.2019 03:15","42595","45616"
"03.05.2019 03:15 - 03.05.2019 03:30","42645","45535"
"03.05.2019 03:30 - 03.05.2019 03:45","42625","45835"
"03.05.2019 03:45 - 03.05.2019 04:00","42673","45974"
"03.05.2019 04:00 - 03.05.2019 04:15","43139","46073"
"03.05.2019 04:15 - 03.05.2019 04:30","43413","46788"
"03.05.2019 04:30 - 03.05.2019 04:45","43657","47490"
"03.05.2019 04:45 - 03.05.2019 05:00","44117","48217"
"03.05.2019 05:00 - 03.05.2019 05:15","45118","49872"
"03.05.2019 05:15 - 03.05.2019 05:30","45680","50567"
"03.05.2019 05:30 - 03.05.2019 05:45","46711","51371"
"03.05.2019 05:45 - 03.05.2019 06:00","47816","52721"
"03.05.2019 06:00 - 03.05.2019 06:15","50012","55418"
"03.05.2019 06:15 - 03.05.2019 06:30","51750","57332"
"03.05.2019 06:30 - 03.05.2019 06:45","53160","58519"
"03.05.2019 06:45 - 03.05.2019 07:00","54327","59952"
"03.05.2019 07:00 - 03.05.2019 07:15","55821","61213"
"03.05.2019 07:15 - 03.05.2019 07:30","56617","62093"
"03.05.2019 07:30 - 03.05.2019 07:45","59576","62990"
"03.05.2019 07:45 - 03.05.2019 08:00","60484","63628"
"03.05.2019 08:00 - 03.05.2019 08:15","61137","64504"
"03.05.2019 08:15 - 03.05.2019 08:30","61901","65151"
"03.05.2019 08:30 - 03.05.2019 08:45","62367","65829"
"03.05.2019 08:45 - 03.05.2019 09:00","62580","66181"
"03.05.2019 09:00 - 03.05.2019 09:15","62752","66343"
"03.05.2019 09:15 - 03.05.2019 09:30","63315","66853"
"03.05.2019 09:30 - 03.05.2019 09:45","63766","67279"
"03.05.2019 09:45 - 03.05.2019 10:00","64159","67404"
"03.05.2019 10:00 - 03.05.2019 10:15","64373","67355"
"03.05.2019 10:15 - 03.05.2019 10:30","64690","67160"
"03.05.2019 10:30 - 03.05.2019 10:45","65093","67283"
"03.05.2019 10:45 - 03.05.2019 11:00","65157","67950"
"03.05.2019 11:00 - 03.05.2019 11:15","65373","67865"
"03.05.2019 11:15 - 03.05.2019 11:30","65955","68120"
"03.05.2019 11:30 - 03.05.2019 11:45","66076","68166"
"03.05.2019 11:45 - 03.05.2019 12:00","65964","67876"
"03.05.2019 12:00 - 03.05.2019 12:15","65447","67211"
"03.05.2019 12:15 - 03.05.2019 12:30","64941","67008"
"03.05.2019 12:30 - 03.05.2019 12:45","64844","66850"
"03.05.2019 12:45 - 03.05.2019 13:00","64693","66798"
"03.05.2019 13:00 - 03.05.2019 13:15","64185","66424"
"03.05.2019 13:15 - 03.05.2019 13:30","64036","66112"
"03.05.2019 13:30 - 03.05.2019 13:45","63137","65603"
"03.05.2019 13:45 - 03.05.2019 14:00","62522","65272"
"03.05.2019 14:00 - 03.05.2019 14:15","62316","64992"
"03.05.2019 14:15 - 03.05.2019 14:30","61785","64503"
"03.05.2019 14:30 - 03.05.2019 14:45","61631","64088"
"03.05.2019 14:45 - 03.05.2019 15:00","61843","64114"
"03.05.2019 15:00 - 03.05.2019 15:15","62120","64162"
"03.05.2019 15:15 - 03.05.2019 15:30","61109","64088"
"03.05.2019 15:30 - 03.05.2019 15:45","60646","63634"
"03.05.2019 15:45 - 03.05.2019 16:00","60205","63140"
"03.05.2019 16:00 - 03.05.2019 16:15","60081","62882"
"03.05.2019 16:15 - 03.05.2019 16:30","59856","62730"
"03.05.2019 16:30 - 03.05.2019 16:45","60338","62260"
"03.05.2019 16:45 - 03.05.2019 17:00","59508","62067"
"03.05.2019 17:00 - 03.05.2019 17:15","59640","61904"
"03.05.2019 17:15 - 03.05.2019 17:30","59510","62300"
"03.05.2019 17:30 - 03.05.2019 17:45","59624","62140"
"03.05.2019 17:45 - 03.05.2019 18:00","59562","61857"
"03.05.2019 18:00 - 03.05.2019 18:15","59279","61778"
"03.05.2019 18:15 - 03.05.2019 18:30","59407","61187"
"03.05.2019 18:30 - 03.05.2019 18:45","59143","61275"
"03.05.2019 18:45 - 03.05.2019 19:00","58858","61404"
"03.05.2019 19:00 - 03.05.2019 19:15","58744","61626"
"03.05.2019 19:15 - 03.05.2019 19:30","58144","61174"
"03.05.2019 19:30 - 03.05.2019 19:45","57695","60732"
"03.05.2019 19:45 - 03.05.2019 20:00","57424","60406"
"03.05.2019 20:00 - 03.05.2019 20:15","56730","60190"
"03.05.2019 20:15 - 03.05.2019 20:30","56242","59604"
"03.05.2019 20:30 - 03.05.2019 20:45","55856","59376"
"03.05.2019 20:45 - 03.05.2019 21:00","55513","58908"
"03.05.2019 21:00 - 03.05.2019 21:15","55245","59366"
"03.05.2019 21:15 - 03.05.2019 21:30","54719","59158"
"03.05.2019 21:30 - 03.05.2019 21:45","54426","58107"
"03.05.2019 21:45 - 03.05.2019 22:00","53636","56905"
"03.05.2019 22:00 - 03.05.2019 22:15","53444","56463"
"03.05.2019 22:15 - 03.05.2019 22:30","52609","55523"
"03.05.2019 22:30 - 03.05.2019 22:45","51690","54619"
