"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore [MW] Current / BZN|DE-LU"
"29.03.2019 11:00 - 29.03.2019 11:15","22393","22248","17074","3483","3011","1960","3173","3270","2879"
"29.03.2019 11:15 - 29.03.2019 11:30","22839","22693","17472","3504","3003","1892","3234","3301","2862"
"29.03.2019 11:30 - 29.03.2019 11:45","23208","23080","17971","3521","2990","1859","3299","3338","2836"
"29.03.2019 11:45 - 29.03.2019 12:00","23454","23366","18103","3543","2986","1820","3340","3342","2758"
"29.03.2019 12:00 - 29.03.2019 12:15","23594","23565","18339","3562","2978","1801","3377","3349","2752"
"29.03.2019 12:15 - 29.03.2019 12:30","23645","23649","18619","3580","2991","1815","3386","3329","2648"
"29.03.2019 12:30 - 29.03.2019 12:45","23611","23628","18552","3604","2996","1820","3392","3315","2614"
"29.03.2019 12:45 - 29.03.2019 13:00","23482","23513","18610","3623","3006","1813","3407","3296","2553"
"29.03.2019 13:00 - 29.03.2019 13:15","23235","23280","18441","3642","3013","1822","3412","3271","2457"
"29.03.2019 13:15 - 29.03.2019 13:30","22868","22941","18158","3632","3010","1805","3374","3206","2344"
"29.03.2019 13:30 - 29.03.2019 13:45","22391","22483","17884","3624","3010","1781","3335","3138","2275"
"29.03.2019 13:45 - 29.03.2019 14:00","21813","21930","17432","3617","3007","1752","3294","3071","2186"
"29.03.2019 14:00 - 29.03.2019 14:15","21141","21264","16886","3610","3134","1719","3241","3073","2053"
"29.03.2019 14:15 - 29.03.2019 14:30","20286","20470","16244","3599","3141","1693","3187","2994","1902"
"29.03.2019 14:30 - 29.03.2019 14:45","19392","19589","15557","3592","3143","1698","3130","2919","1780"
"29.03.2019 14:45 - 29.03.2019 15:00","18407","18607","14519","3581","3150","1677","3080","2841","1724"
"29.03.2019 15:00 - 29.03.2019 15:15","17312","17505","13652","3568","3151","1665","3031","2765","1694"
"29.03.2019 15:15 - 29.03.2019 15:30","16110","16301","12719","3561","3152","1684","2964","2673","1535"
"29.03.2019 15:30 - 29.03.2019 15:45","14771","14950","11740","3552","3145","1677","2901","2587","1421"
"29.03.2019 15:45 - 29.03.2019 16:00","13333","13490","10680","3541","3143","1635","2831","2491","1371"
"29.03.2019 16:00 - 29.03.2019 16:15","11801","11931","9530","3533","3147","1636","2760","2404","1381"
"29.03.2019 16:15 - 29.03.2019 16:30","10223","10334","8221","3512","3151","1624","2701","2356","1381"
"29.03.2019 16:30 - 29.03.2019 16:45","8580","8665","6903","3487","3157","1610","2641","2308","1396"
"29.03.2019 16:45 - 29.03.2019 17:00","6934","6989","5580","3462","3165","1584","2579","2256","1350"
"29.03.2019 17:00 - 29.03.2019 17:15","5367","5396","4286","3445","3181","1586","2533","2218","1266"
"29.03.2019 17:15 - 29.03.2019 17:30","3931","3934","3163","3412","3183","1570","2529","2226","1206"
"29.03.2019 17:30 - 29.03.2019 17:45","2700","2676","2156","3375","3189","1542","2526","2231","1145"
"29.03.2019 17:45 - 29.03.2019 18:00","1621","1568","1262","3348","3191","1499","2516","2234","1084"
"29.03.2019 18:00 - 29.03.2019 18:15","787","771","635","3314","3191","1489","2530","2259","979"
"29.03.2019 18:15 - 29.03.2019 18:30","376","347","296","3279","3184","1496","2642","2366","916"
"29.03.2019 18:30 - 29.03.2019 18:45","92","99","97","3246","3181","1475","2748","2470","975"
"29.03.2019 18:45 - 29.03.2019 19:00","11","13","10","3216","3176","1457","2859","2584","971"
"29.03.2019 19:00 - 29.03.2019 19:15","0","0","0","3180","3166","1441","2969","2696","1046"
"29.03.2019 19:15 - 29.03.2019 19:30","0","0","0","3149","3141","1454","3039","2781","1092"
"29.03.2019 19:30 - 29.03.2019 19:45","0","0","0","3117","3120","1517","3104","2856","1175"
"29.03.2019 19:45 - 29.03.2019 20:00","0","0","0","3086","3095","1451","3215","2974","1284"
"29.03.2019 20:00 - 29.03.2019 20:15","0","0","0","3052","3067","1455","3329","3073","1330"
"29.03.2019 20:15 - 29.03.2019 20:30","0","0","0","3006","3032","1460","3458","3198","1292"
"29.03.2019 20:30 - 29.03.2019 20:45","0","0","0","2962","2996","1459","3589","3326","1391"
"29.03.2019 20:45 - 29.03.2019 21:00","0","0","0","2920","2959","1431","3700","3442","1497"
"29.03.2019 21:00 - 29.03.2019 21:15","0","0","0","2873","2922","1404","3812","3556","1582"
"29.03.2019 21:15 - 29.03.2019 21:30","0","0","0","2838","2892","1371","3861","3630","1611"
"29.03.2019 21:30 - 29.03.2019 21:45","0","0","0","2798","2858","1334","3916","3821","1704"
"29.03.2019 21:45 - 29.03.2019 22:00","0","0","0","2753","2826","1290","3983","3915","1746"
"29.03.2019 22:00 - 29.03.2019 22:15","0","0","0","2709","2793","1245","4010","3979","1727"
"29.03.2019 22:15 - 29.03.2019 22:30","0","0","0","2663","2748","1198","3956","3966","1608"
"29.03.2019 22:30 - 29.03.2019 22:45","0","0","0","2619","2706","1159","3897","3949","1585"
"29.03.2019 22:45 - 29.03.2019 23:00","0","0","0","2577","2667","1136","3833","3923","1573"
"29.03.2019 23:00 - 29.03.2019 23:15","0","0","0","2534","2625","1099","3769","3888","1575"
"29.03.2019 23:15 - 29.03.2019 23:30","0","0","0","2478","2575","1067","3710","3843","1533"
"29.03.2019 23:30 - 29.03.2019 23:45","0","0","0","2421","2525","1034","3650","3798","1579"
"29.03.2019 23:45 - 30.03.2019 00:00","0","0","0","2368","2474","1006","3597","3765","1619"
"30.03.2019 00:00 - 30.03.2019 00:15","0","0","0","1933","1448","993","3351","3728","1628"
"30.03.2019 00:15 - 30.03.2019 00:30","0","0","0","1886","1387","943","3326","3658","1572"
"30.03.2019 00:30 - 30.03.2019 00:45","0","0","0","1841","1345","908","3299","3649","1605"
"30.03.2019 00:45 - 30.03.2019 01:00","0","0","0","1798","1311","891","3271","3629","1626"
"30.03.2019 01:00 - 30.03.2019 01:15","0","0","0","1754","1296","871","3270","3649","1656"
"30.03.2019 01:15 - 30.03.2019 01:30","0","0","0","1721","1264","870","3294","3614","1631"
"30.03.2019 01:30 - 30.03.2019 01:45","0","0","0","1685","1277","897","3320","3619","1630"
"30.03.2019 01:45 - 30.03.2019 02:00","0","0","0","1655","1262","898","3338","3602","1650"
"30.03.2019 02:00 - 30.03.2019 02:15","0","0","0","1632","1261","898","3301","3565","1690"
"30.03.2019 02:15 - 30.03.2019 02:30","0","0","0","1623","1225","879","3355","3598","1803"
"30.03.2019 02:30 - 30.03.2019 02:45","0","0","0","1615","1078","737","3414","3847","2058"
"30.03.2019 02:45 - 30.03.2019 03:00","0","0","0","1605","1066","739","3472","3953","2162"
"30.03.2019 03:00 - 30.03.2019 03:15","0","0","0","1602","1086","774","3540","4009","2250"
"30.03.2019 03:15 - 30.03.2019 03:30","0","0","0","1606","1120","820","3620","4026","2291"
"30.03.2019 03:30 - 30.03.2019 03:45","0","0","0","1607","1144","856","3700","4107","2393"
"30.03.2019 03:45 - 30.03.2019 04:00","0","0","0","1607","1161","885","3785","4155","2465"
"30.03.2019 04:00 - 30.03.2019 04:15","0","0","0","1617","1167","904","3866","4200","2531"
"30.03.2019 04:15 - 30.03.2019 04:30","0","0","0","1660","1150","884","3970","4260","2577"
"30.03.2019 04:30 - 30.03.2019 04:45","0","0","0","1699","1163","895","4074","4361","2665"
"30.03.2019 04:45 - 30.03.2019 05:00","0","0","0","1738","1206","937","4186","4453","2754"
"30.03.2019 05:00 - 30.03.2019 05:15","0","0","0","1782","1252","981","4305","4519","2815"
"30.03.2019 05:15 - 30.03.2019 05:30","0","0","0","1829","1283","1006","4440","4594","2861"
"30.03.2019 05:30 - 30.03.2019 05:45","0","0","0","1874","1322","1039","4582","4762","2998"
"30.03.2019 05:45 - 30.03.2019 06:00","14","3","3","1922","1351","1063","4737","4885","3096"
"30.03.2019 06:00 - 30.03.2019 06:15","288","251","105","1965","1344","1050","4897","5027","3198"
"30.03.2019 06:15 - 30.03.2019 06:30","658","572","319","2005","1377","1073","5108","5050","3190"
"30.03.2019 06:30 - 30.03.2019 06:45","1486","1359","819","2046","1407","1093","5322","5193","3300"
"30.03.2019 06:45 - 30.03.2019 07:00","2681","2579","1652","2086","1460","1137","5464","5264","3338"
"30.03.2019 07:00 - 30.03.2019 07:15","4119","4135","2640","2115","1453","1120","5588","5309","3348"
"30.03.2019 07:15 - 30.03.2019 07:30","5672","5760","3696","2145","1487","1153","5402","4960","3101"
"30.03.2019 07:30 - 30.03.2019 07:45","7400","7549","4860","2173","1523","1189","5219","4801","3042"
"30.03.2019 07:45 - 30.03.2019 08:00","9178","9462","6139","2197","1562","1162","4946","4598","3074"
"30.03.2019 08:00 - 30.03.2019 08:15","11042","11341","7465","2220","1601","1158","4622","4368","3045"
"30.03.2019 08:15 - 30.03.2019 08:30","12921","13229","8784","2228","1634","1185","4198","4035","2881"
"30.03.2019 08:30 - 30.03.2019 08:45","14787","15144","10100","2242","1666","1234","3786","3707","2668"
"30.03.2019 08:45 - 30.03.2019 09:00","16602","16976","11207","2257","1700","1246","3359","3367","2405"
"30.03.2019 09:00 - 30.03.2019 09:15","18311","18730","12348","2264","1728","1241","2974","3046","2004"
"30.03.2019 09:15 - 30.03.2019 09:30","19906","20368","13420","2264","1764","1262","2835","2846","1599"
"30.03.2019 09:30 - 30.03.2019 09:45","21397","21893","14432","2261","1790","1255","2685","2649","1327"
"30.03.2019 09:45 - 30.03.2019 10:00","22747","23246","15287","2255","1826","1252","2571","2436","1157"
"30.03.2019 10:00 - 30.03.2019 10:15","23937","24464","16055","2246","1851","1258","2509","2282","1007"
"30.03.2019 10:15 - 30.03.2019 10:30","25030","25530","16766","2232","1847","1251","2701","2414","1010"
"30.03.2019 10:30 - 30.03.2019 10:45","25918","26424","17376","2217","1850","1194","2905","2548","1262"
"30.03.2019 10:45 - 30.03.2019 11:00","26658","27178","17892","2206","1854","1179","3075","2684","1364"
"30.03.2019 11:00 - 30.03.2019 11:15","27252","27783","18285","2192","1854","1195","3281","2842","1421"
"30.03.2019 11:15 - 30.03.2019 11:30","27711","28257","18619","2182","1837","1181","3565","3065","1504"
"30.03.2019 11:30 - 30.03.2019 11:45","28027","28587","18900","2176","1825","1161","3845","3288","1702"
"30.03.2019 11:45 - 30.03.2019 12:00","28204","28784","19033","2163","1810","1164","4136","3516","1925"
"30.03.2019 12:00 - 30.03.2019 12:15","28233","28841","19129","2146","1784","1156","4436","3763","2094"
"30.03.2019 12:15 - 30.03.2019 12:30","28164","28789","19173","2119","1755","1137","4768","4020","2291"
"30.03.2019 12:30 - 30.03.2019 12:45","27959","28588","19122","2095","1723","1135","5104","4285","2615"
"30.03.2019 12:45 - 30.03.2019 13:00","27637","28269","18984","2075","1697","1170","5426","4546","2876"
"30.03.2019 13:00 - 30.03.2019 13:15","27182","27818","18739","2054","1675","1203","5722","4797","3160"
"30.03.2019 13:15 - 30.03.2019 13:30","26624","27262","18309","2054","1664","1163","5920","5018","3410"
"30.03.2019 13:30 - 30.03.2019 13:45","25933","26553","17848","2052","1654","1144","6126","5237","3628"
"30.03.2019 13:45 - 30.03.2019 14:00","25121","25720","17318","2057","1650","1127","6317","5450","3855"
"30.03.2019 14:00 - 30.03.2019 14:15","24147","24753","16667","2057","1611","1091","6472","5674","4056"
"30.03.2019 14:15 - 30.03.2019 14:30","23069","23623","15877","2064","1620","1052","6559","5817","4182"
"30.03.2019 14:30 - 30.03.2019 14:45","21948","22457","15142","2067","1633","1041","6647","5957","4464"
"30.03.2019 14:45 - 30.03.2019 15:00","20737","21202","14341","2072","1645","1020","6722","6094","4727"
"30.03.2019 15:00 - 30.03.2019 15:15","19406","19815","13389","2083","1662","979","6774","6194","4872"
"30.03.2019 15:15 - 30.03.2019 15:30","17957","18314","12436","2091","1678","1034","6770","6257","4808"
"30.03.2019 15:30 - 30.03.2019 15:45","16353","16656","11410","2101","1693","1054","6763","6318","4901"
"30.03.2019 15:45 - 30.03.2019 16:00","14662","14910","10234","2109","1704","1083","6759","6382","4865"
"30.03.2019 16:00 - 30.03.2019 16:15","12895","13139","9097","2129","1714","1081","6745","6431","4758"
"30.03.2019 16:15 - 30.03.2019 16:30","11089","11317","7809","2148","1725","1069","6540","6280","4566"
"30.03.2019 16:30 - 30.03.2019 16:45","9244","9422","6589","2168","1732","1069","6329","6129","4461"
"30.03.2019 16:45 - 30.03.2019 17:00","7437","7565","5301","2187","1739","1088","6094","5970","4355"
"30.03.2019 17:00 - 30.03.2019 17:15","5742","5825","4075","2208","1756","1067","5873","5807","4268"
"30.03.2019 17:15 - 30.03.2019 17:30","4208","4237","3004","2222","1762","1090","5715","5685","3974"
"30.03.2019 17:30 - 30.03.2019 17:45","2900","2884","2079","2235","1766","1076","5574","5565","3845"
"30.03.2019 17:45 - 30.03.2019 18:00","1765","1706","1240","2248","1775","1083","5441","5460","3562"
"30.03.2019 18:00 - 30.03.2019 18:15","878","859","618","2262","1788","1118","5339","5356","3414"
"30.03.2019 18:15 - 30.03.2019 18:30","435","399","295","2282","1814","1137","5324","5394","3273"
"30.03.2019 18:30 - 30.03.2019 18:45","165","135","102","2308","1841","1141","5334","5435","3110"
"30.03.2019 18:45 - 30.03.2019 19:00","15","14","14","2327","1863","1141","5364","5478","2979"
"30.03.2019 19:00 - 30.03.2019 19:15","0","0","0","2345","1891","1164","5418","5528","2934"
"30.03.2019 19:15 - 30.03.2019 19:30","0","0","0","2359","1917","1177","5497","5642","2865"
"30.03.2019 19:30 - 30.03.2019 19:45","0","0","0","2380","1948","1172","5553","5746","2856"
"30.03.2019 19:45 - 30.03.2019 20:00","0","0","0","2399","1976","1140","5612","5848","2866"
"30.03.2019 20:00 - 30.03.2019 20:15","0","0","0","2425","2017","1173","5677","6030","2909"
"30.03.2019 20:15 - 30.03.2019 20:30","0","0","0","2455","2069","1195","5738","6144","2782"
"30.03.2019 20:30 - 30.03.2019 20:45","0","0","0","2488","2118","1263","5807","6255","2731"
"30.03.2019 20:45 - 30.03.2019 21:00","0","0","0","2516","2169","1285","5871","6357","2643"
"30.03.2019 21:00 - 30.03.2019 21:15","0","0","0","2547","2224","1261","5941","6465","2588"
"30.03.2019 21:15 - 30.03.2019 21:30","0","0","0","2601","2293","1216","6019","6567","2592"
"30.03.2019 21:30 - 30.03.2019 21:45","0","0","0","2650","2360","1214","6100","6674","2593"
"30.03.2019 21:45 - 30.03.2019 22:00","0","0","0","2701","2422","1228","6162","6800","2620"
"30.03.2019 22:00 - 30.03.2019 22:15","0","0","0","2750","2484","1272","6185","6875","2662"
"30.03.2019 22:15 - 30.03.2019 22:30","0","0","0","2790","2521","1283","6179","6855","2604"
"30.03.2019 22:30 - 30.03.2019 22:45","0","0","0","2831","2562","1308","6178","6831","2511"
"30.03.2019 22:45 - 30.03.2019 23:00","0","0","0","2868","2591","1333","6169","6812","2487"
"30.03.2019 23:00 - 30.03.2019 23:15","0","0","0","2899","2619","1373","6164","6798","2480"
"30.03.2019 23:15 - 30.03.2019 23:30","0","0","0","2917","2643","1407","6168","6758","2502"
"30.03.2019 23:30 - 30.03.2019 23:45","0","0","0","2937","2666","1442","6168","6717","2662"
"30.03.2019 23:45 - 31.03.2019 00:00","0","0","0","2953","2704","1489","6164","6679","2702"
"31.03.2019 00:00 - 31.03.2019 00:15","0","0","0","2455","2407","1524","7025","6155","2602"
"31.03.2019 00:15 - 31.03.2019 00:30","0","0","0","2522","2462","1573","7026","6123","2546"
"31.03.2019 00:30 - 31.03.2019 00:45","0","0","0","2589","2549","1655","7026","6128","2528"
"31.03.2019 00:45 - 31.03.2019 01:00","0","0","0","2663","2705","1807","7007","6101","2482"
"31.03.2019 01:00 - 31.03.2019 01:15","0","0","0","2739","2760","1858","6998","6172","2518"
"31.03.2019 01:15 - 31.03.2019 01:30","0","0","0","2809","2749","1861","6961","6277","2646"
"31.03.2019 01:30 - 31.03.2019 01:45","0","0","0","2879","2831","1957","6924","6242","2636"
"31.03.2019 01:45 - 31.03.2019 02:00","0","0","0","2952","2925","2064","6897","6461","2874"
"31.03.2019 02:00 - 31.03.2019 02:15","","","","","","","","",""
"31.03.2019 02:15 - 31.03.2019 02:30","","","","","","","","",""
"31.03.2019 02:30 - 31.03.2019 02:45","","","","","","","","",""
"31.03.2019 02:45 - 31.03.2019 03:00","","","","","","","","",""
"31.03.2019 03:00 - 31.03.2019 03:15","0","0","0","3025","2988","2139","6817","6434","2852"
"31.03.2019 03:15 - 31.03.2019 03:30","0","0","0","3103","3085","2236","6772","6275","2769"
"31.03.2019 03:30 - 31.03.2019 03:45","0","0","0","3180","3108","2259","6731","6201","2767"
"31.03.2019 03:45 - 31.03.2019 04:00","0","0","0","3259","3205","2350","6661","6131","2786"
"31.03.2019 04:00 - 31.03.2019 04:15","0","0","0","3331","3366","2505","6579","5964","2711"
"31.03.2019 04:15 - 31.03.2019 04:30","0","0","0","3381","3429","2576","6526","5797","2638"
"31.03.2019 04:30 - 31.03.2019 04:45","0","0","0","3426","3519","2674","6478","5765","2697"
"31.03.2019 04:45 - 31.03.2019 05:00","0","0","0","3478","3582","2736","6417","5743","2752"
"31.03.2019 05:00 - 31.03.2019 05:15","0","0","0","3519","3611","2765","6350","5919","3002"
"31.03.2019 05:15 - 31.03.2019 05:30","0","0","0","3523","3617","2763","6297","5830","2969"
"31.03.2019 05:30 - 31.03.2019 05:45","0","0","0","3530","3540","2678","6243","5852","3046"
"31.03.2019 05:45 - 31.03.2019 06:00","0","0","0","3531","3575","2706","6223","5883","3109"
"31.03.2019 06:00 - 31.03.2019 06:15","0","0","0","3522","3626","2749","6214","6066","3298"
"31.03.2019 06:15 - 31.03.2019 06:30","0","0","0","3486","3656","2769","6167","6001","3261"
"31.03.2019 06:30 - 31.03.2019 06:45","0","0","0","3446","3628","2731","6123","5969","3256"
"31.03.2019 06:45 - 31.03.2019 07:00","20","8","5","3410","3642","2735","6046","5852","3198"
"31.03.2019 07:00 - 31.03.2019 07:15","247","238","112","3366","3487","2570","5983","5839","3241"
"31.03.2019 07:15 - 31.03.2019 07:30","582","553","338","3330","3113","2183","5935","6182","3658"
"31.03.2019 07:30 - 31.03.2019 07:45","1281","1292","789","3293","3077","2134","5890","6121","3652"
"31.03.2019 07:45 - 31.03.2019 08:00","2274","2332","1478","3258","3052","2086","5844","6056","3520"
"31.03.2019 08:00 - 31.03.2019 08:15","3458","3566","2289","3226","3035","1937","5805","5981","3595"
"31.03.2019 08:15 - 31.03.2019 08:30","4732","4887","3167","3197","3022","1863","5807","5912","3481"
"31.03.2019 08:30 - 31.03.2019 08:45","6136","6314","4119","3162","3006","1961","5818","5847","3381"
"31.03.2019 08:45 - 31.03.2019 09:00","7560","7791","5086","3137","2993","1835","5922","5878","3467"
"31.03.2019 09:00 - 31.03.2019 09:15","9025","9296","6107","3108","2982","1727","6034","5923","3379"
"31.03.2019 09:15 - 31.03.2019 09:30","10494","10802","7151","3083","2981","1647","6176","5971","3296"
"31.03.2019 09:30 - 31.03.2019 09:45","11988","12318","8179","3059","2977","1691","6317","6022","3372"
"31.03.2019 09:45 - 31.03.2019 10:00","13454","13790","9165","3030","2972","1687","6465","6098","3653"
"31.03.2019 10:00 - 31.03.2019 10:15","14845","15192","10092","3006","2968","1640","6604","6159","4031"
"31.03.2019 10:15 - 31.03.2019 10:30","16166","16506","11029","2979","2929","1471","6662","6236","4321"
"31.03.2019 10:30 - 31.03.2019 10:45","17396","17735","11890","2954","2894","1545","6716","6313","4523"
"31.03.2019 10:45 - 31.03.2019 11:00","18522","18851","12716","2923","2857","1653","6776","6352","4617"
"31.03.2019 11:00 - 31.03.2019 11:15","19534","19860","13470","2891","2813","1613","6828","6392","4609"
"31.03.2019 11:15 - 31.03.2019 11:30","20482","20759","14048","2836","2756","1452","6861","6429","4621"
"31.03.2019 11:30 - 31.03.2019 11:45","21261","21547","14608","2780","2698","1369","6897","6468","4563"
"31.03.2019 11:45 - 31.03.2019 12:00","21919","22215","15054","2720","2637","1361","6925","6511","4614"
